id,provider,title,start_date,end_date,startyear,endyear,type,tags,asset_url,thumbnail_url
COPERNICUS/S2_CLOUD_PROBABILITY,European Union/ESA/Copernicus/SentinelHub,Sentinel-2: Cloud Probability,2015-06-27,2025-12-18,2015,2025,image_collection,"cloud, copernicus, esa, eu, msi, radiance, satellite-imagery, sentinel, sentinelhub",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S2_CLOUD_PROBABILITY,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S2_CLOUD_PROBABILITY_sample.png
COPERNICUS/S2_HARMONIZED,European Union/ESA/Copernicus,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-1C (TOA)",2015-06-27,2025-12-18,2015,2025,image_collection,"copernicus, esa, eu, msi, radiance, satellite-imagery, sentinel",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S2_HARMONIZED,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S2_HARMONIZED_sample.png
COPERNICUS/S2_SR_HARMONIZED,European Union/ESA/Copernicus,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A (SR)",2017-03-28,2025-12-18,2017,2025,image_collection,"copernicus, esa, eu, msi, reflectance, satellite-imagery, sentinel, sr",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S2_SR_HARMONIZED,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S2_SR_HARMONIZED_sample.png
COPERNICUS/S3/OLCI,European Union/ESA/Copernicus,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,2016-10-18,2025-12-16,2016,2025,image_collection,"copernicus, esa, eu, olci, radiance, satellite-imagery, sentinel, toa",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S3_OLCI,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S3_OLCI_sample.png
COPERNICUS/S5P/NRTI/L3_AER_AI,European Union/ESA/Copernicus,Sentinel-5P NRTI AER AI: Near Real-Time UV Aerosol Index,2018-07-10,2025-12-18,2018,2025,image_collection,"aai, aerosol, air-quality, atmosphere, copernicus, esa, eu, knmi, pollution, s5p, sentinel, tropomi, uvai",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_AER_AI,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_NRTI_L3_AER_AI_sample.png
COPERNICUS/S5P/NRTI/L3_AER_LH,European Union/ESA/Copernicus,Sentinel-5P NRTI AER LH: Near Real-Time UV Aerosol Layer Height,2018-07-10,2025-12-17,2018,2025,image_collection,"aerosol, air-quality, alh, atmosphere, copernicus, esa, eu, knmi, pollution, s5p, sentinel, tropomi, uvai",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_AER_LH,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_NRTI_L3_AER_LH_sample.png
COPERNICUS/S5P/NRTI/L3_CLOUD,European Union/ESA/Copernicus,Sentinel-5P NRTI CLOUD: Near Real-Time Cloud Properties,2018-07-05,2025-12-17,2018,2025,image_collection,"atmosphere, cloud, copernicus, dlr, esa, eu, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_CLOUD,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_NRTI_L3_CLOUD_sample.png
COPERNICUS/S5P/NRTI/L3_CO,European Union/ESA/Copernicus,Sentinel-5P NRTI CO: Near Real-Time Carbon Monoxide,2018-11-22,2025-12-18,2018,2025,image_collection,"air-quality, atmosphere, carbon-monoxide, copernicus, esa, eu, knmi, pollution, s5p, sentinel, sron, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_CO,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_NRTI_L3_CO_sample.png
COPERNICUS/S5P/NRTI/L3_HCHO,European Union/ESA/Copernicus,Sentinel-5P NRTI HCHO: Near Real-Time Formaldehyde,2018-10-02,2025-12-17,2018,2025,image_collection,"air-quality, atmosphere, bira, copernicus, dlr, esa, eu, formaldehyde, hcho, pollution, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_HCHO,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_NRTI_L3_HCHO_sample.png
COPERNICUS/S5P/NRTI/L3_NO2,European Union/ESA/Copernicus,Sentinel-5P NRTI NO2: Near Real-Time Nitrogen Dioxide,2018-07-10,2025-12-18,2018,2025,image_collection,"air-quality, atmosphere, copernicus, esa, eu, knmi, nitrogen-dioxide, no2, pollution, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_NO2,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_NRTI_L3_NO2_sample.png
COPERNICUS/S5P/NRTI/L3_O3,European Union/ESA/Copernicus,Sentinel-5P NRTI O3: Near Real-Time Ozone,2018-07-10,2025-12-17,2018,2025,image_collection,"air-quality, atmosphere, copernicus, esa, eu, o3, ozone, pollution, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_O3,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_NRTI_L3_O3_sample.png
COPERNICUS/S5P/NRTI/L3_SO2,European Union/ESA/Copernicus,Sentinel-5P NRTI SO2: Near Real-Time Sulfur Dioxide,2018-07-10,2025-12-17,2018,2025,image_collection,"air-quality, atmosphere, bira, copernicus, dlr, esa, eu, pollution, s5p, sentinel, so2, sulfur-dioxide, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_SO2,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_NRTI_L3_SO2_sample.png
COPERNICUS/S5P/OFFL/L3_AER_AI,European Union/ESA/Copernicus,Sentinel-5P OFFL AER AI: Offline UV Aerosol Index,2018-07-04,2025-12-15,2018,2025,image_collection,"aai, aerosol, air-quality, atmosphere, copernicus, esa, eu, knmi, pollution, s5p, sentinel, tropomi, uvai",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_AER_AI,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_AER_AI_sample.png
COPERNICUS/S5P/OFFL/L3_AER_LH,European Union/ESA/Copernicus,Sentinel-5P OFFL AER LH: Offline UV Aerosol Layer Height,2018-07-04,2025-12-15,2018,2025,image_collection,"aerosol, air-quality, alh, atmosphere, copernicus, esa, eu, knmi, pollution, s5p, sentinel, tropomi, uvai",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_AER_LH,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_AER_LH_sample.png
COPERNICUS/S5P/OFFL/L3_CH4,European Union/ESA/Copernicus,Sentinel-5P OFFL CH4: Offline Methane,2019-02-08,2025-12-15,2019,2025,image_collection,"atmosphere, climate, copernicus, esa, eu, knmi, methane, s5p, sentinel, sron, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_CH4,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_CH4_sample.png
COPERNICUS/S5P/OFFL/L3_CLOUD,European Union/ESA/Copernicus,Sentinel-5P OFFL CLOUD: Offline Cloud Properties,2018-07-04,2025-12-15,2018,2025,image_collection,"atmosphere, cloud, copernicus, dlr, esa, eu, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_CLOUD,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_CLOUD_sample.png
COPERNICUS/S5P/OFFL/L3_CO,European Union/ESA/Copernicus,Sentinel-5P OFFL CO: Offline Carbon Monoxide,2018-06-28,2025-12-15,2018,2025,image_collection,"air-quality, atmosphere, carbon-monoxide, copernicus, esa, eu, knmi, pollution, s5p, sentinel, sron, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_CO,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_CO_sample.png
COPERNICUS/S5P/OFFL/L3_HCHO,European Union/ESA/Copernicus,Sentinel-5P OFFL HCHO: Offline Formaldehyde,2018-12-05,2025-12-15,2018,2025,image_collection,"air-quality, atmosphere, bira, copernicus, dlr, esa, eu, formaldehyde, hcho, pollution, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_HCHO,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_HCHO_sample.png
COPERNICUS/S5P/OFFL/L3_NO2,European Union/ESA/Copernicus,Sentinel-5P OFFL NO2: Offline Nitrogen Dioxide,2018-06-28,2025-12-08,2018,2025,image_collection,"air-quality, atmosphere, copernicus, esa, eu, knmi, nitrogen-dioxide, no2, pollution, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_NO2,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_NO2_sample.png
COPERNICUS/S5P/OFFL/L3_O3,European Union/ESA/Copernicus,Sentinel-5P OFFL O3: Offline Ozone,2018-09-08,2025-12-15,2018,2025,image_collection,"air-quality, atmosphere, copernicus, esa, eu, o3, ozone, pollution, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_O3,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_O3_sample.png
COPERNICUS/S5P/OFFL/L3_O3_TCL,European Union/ESA/Copernicus,Sentinel-5P OFFL O3 TCL: Offline Tropospheric Ozone,2018-04-30,2025-12-02,2018,2025,image_collection,"air-quality, atmosphere, copernicus, esa, eu, o3, ozone, pollution, s5p, sentinel, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_O3_TCL,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_O3_TCL_sample.png
COPERNICUS/S5P/OFFL/L3_SO2,European Union/ESA/Copernicus,Sentinel-5P OFFL SO2: Offline Sulfur Dioxide,2018-12-05,2025-12-15,2018,2025,image_collection,"air-quality, atmosphere, bira, copernicus, dlr, esa, eu, pollution, s5p, sentinel, so2, sulfur-dioxide, tropomi",https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_SO2,https://developers.google.com/earth-engine/datasets/images/COPERNICUS/COPERNICUS_S5P_OFFL_L3_SO2_sample.png
CPOM/CryoSat2/ANTARCTICA_DEM,CPOM,CryoSat-2 Antarctica 1km DEM,2010-07-01,2016-07-01,2010,2016,image,"antarctica, cpom, cryosat-2, dem, elevation, elevation-topography, polar",https://developers.google.com/earth-engine/datasets/catalog/CPOM_CryoSat2_ANTARCTICA_DEM,https://developers.google.com/earth-engine/datasets/images/CPOM/CPOM_CryoSat2_ANTARCTICA_DEM_sample.png
CSIC/SPEI/2_10,Spanish National Research Council (CSIC),"SPEIbase: Standardised Precipitation-Evapotranspiration Index database, Version 2.10",1901-01-01,2023-01-01,1901,2023,image_collection,"climate, climate-change, drought, evapotranspiration, global, monthly, palmer, precipitation, temperature, water-vapor",https://developers.google.com/earth-engine/datasets/catalog/CSIC_SPEI_2_10,https://developers.google.com/earth-engine/datasets/images/CSIC/CSIC_SPEI_2_10_sample.png
CSIRO/SLGA,CSIRO/SLGA,SLGA: Soil and Landscape Grid of Australia (Soil Attributes),1950-01-01,2013-12-31,1950,2013,image_collection,"australia, csiro, digital-soil-mapping, globalsoilmap, slga, soil, soil-depth, tern",https://developers.google.com/earth-engine/datasets/catalog/CSIRO_SLGA,https://developers.google.com/earth-engine/datasets/images/CSIRO/CSIRO_SLGA_sample.png
CSP/ERGo/1_0/Global/ALOS_CHILI,Conservation Science Partners,Global ALOS CHILI (Continuous Heat-Insolation Load Index),2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_CHILI,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_Global_ALOS_CHILI_sample.png
CSP/ERGo/1_0/Global/ALOS_landforms,Conservation Science Partners,Global ALOS Landforms,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_landforms,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_Global_ALOS_landforms_sample.png
CSP/ERGo/1_0/Global/ALOS_mTPI,Conservation Science Partners,Global ALOS mTPI (Multi-Scale Topographic Position Index),2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_mTPI,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_Global_ALOS_mTPI_sample.png
CSP/ERGo/1_0/Global/ALOS_topoDiversity,Conservation Science Partners,Global ALOS Topographic Diversity,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_topoDiversity,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_Global_ALOS_topoDiversity_sample.png
CSP/ERGo/1_0/Global/SRTM_CHILI,Conservation Science Partners,Global SRTM CHILI (Continuous Heat-Insolation Load Index),2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_CHILI,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_Global_SRTM_CHILI_sample.png
CSP/ERGo/1_0/Global/SRTM_landforms,Conservation Science Partners,Global SRTM Landforms,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_landforms,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_Global_SRTM_landforms_sample.png
CSP/ERGo/1_0/Global/SRTM_mTPI,Conservation Science Partners,Global SRTM mTPI (Multi-Scale Topographic Position Index),2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_mTPI,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_Global_SRTM_mTPI_sample.png
CSP/ERGo/1_0/Global/SRTM_topoDiversity,Conservation Science Partners,Global SRTM Topographic Diversity,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_topoDiversity,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_Global_SRTM_topoDiversity_sample.png
CSP/ERGo/1_0/US/CHILI,Conservation Science Partners,US NED CHILI (Continuous Heat-Insolation Load Index),2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_CHILI,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_US_CHILI_sample.png
CSP/ERGo/1_0/US/landforms,Conservation Science Partners,US NED Landforms,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_landforms,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_US_landforms_sample.png
CSP/ERGo/1_0/US/lithology,Conservation Science Partners,US Lithology,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_lithology,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_US_lithology_sample.png
CSP/ERGo/1_0/US/mTPI,Conservation Science Partners,US NED mTPI (Multi-Scale Topographic Position Index),2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_mTPI,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_US_mTPI_sample.png
CSP/ERGo/1_0/US/physioDiversity,Conservation Science Partners,US NED Physiographic Diversity,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_physioDiversity,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_US_physioDiversity_sample.png
CSP/ERGo/1_0/US/physiography,Conservation Science Partners,US Physiography,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_physiography,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_US_physiography_sample.png
CSP/ERGo/1_0/US/topoDiversity,Conservation Science Partners,US NED Topographic Diversity,2006-01-24,2011-05-13,2006,2011,image,"aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us",https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_topoDiversity,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_ERGo_1_0_US_topoDiversity_sample.png
CSP/HM/GlobalHumanModification,Conservation Science Partners,CSP gHM: Global Human Modification,2016-01-01,2016-12-31,2016,2016,image_collection,"csp, fragmentation, human-modification, landcover, landscape-gradient, population, stressors, tnc",https://developers.google.com/earth-engine/datasets/catalog/CSP_HM_GlobalHumanModification,https://developers.google.com/earth-engine/datasets/images/CSP/CSP_HM_GlobalHumanModification_sample.png
DLR/WSF/WSF2015/v1,Deutsches Zentrum für Luft- und Raumfahrt (DLR),World Settlement Footprint 2015,2015-01-01,2016-01-01,2015,2016,image,"landcover, landsat-derived, population, sentinel1-derived, settlement, urban",https://developers.google.com/earth-engine/datasets/catalog/DLR_WSF_WSF2015_v1,https://developers.google.com/earth-engine/datasets/images/DLR/DLR_WSF_WSF2015_v1_sample.png
DOE/ORNL/LandScan_HD/Ukraine_202201,Oak Ridge National Laboratory,"LandScan High Definition Data for Ukraine, January 2022",2022-01-01,2022-02-01,2022,2022,image,"landscan, population, ukraine",https://developers.google.com/earth-engine/datasets/catalog/DOE_ORNL_LandScan_HD_Ukraine_202201,https://developers.google.com/earth-engine/datasets/images/DOE/DOE_ORNL_LandScan_HD_Ukraine_202201_sample.png
ECMWF/CAMS/NRT,European Centre for Medium-Range Weather Forecasts (ECMWF),Copernicus Atmosphere Monitoring Service (CAMS) Global Near-Real-Time,2016-06-22,2025-12-22,2016,2025,image_collection,"aerosol, atmosphere, climate, copernicus, ecmwf, forecast, particulate-matter",https://developers.google.com/earth-engine/datasets/catalog/ECMWF_CAMS_NRT,https://developers.google.com/earth-engine/datasets/images/ECMWF/ECMWF_CAMS_NRT_sample.png
